"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"woolgather","10","9","2.20","VB","NULL","NULL"
"woolgathered","12","0","0.00","VB","NULL","NULL"
"woolgathering","13","2","0.69","NN|JJ|VB","NULL","NULL"
"woolgathers","11","0","0.00","VB","NULL","NULL"
"WOOLLCOTT","9","48","3.87","NULL","NULL","NULL"
"woollens","8","1","0.00","NN","NULL","NULL"
"woollier","8","0","0.00","JJ","NULL","NULL"
"woollies","8","0","0.00","NN","NULL","NULL"
"woolliest","9","0","0.00","JJ","NULL","NULL"
"woolliness","10","11","2.40","NN","NULL","NULL"
"wools","5","60","4.09","NN","NULL","NULL"
"woolsack","8","3","1.10","NN","NULL","NULL"
"WOOMERA","7","16","2.77","NN","NULL","NULL"
"WOONASQUATUCKET","15","2","0.69","NULL","NULL","NULL"
"WOOOOOSH","8","1","0.00","NULL","NULL","NULL"
"woos","4","38","3.64","VB","NULL","NULL"
"woozier","7","1","0.00","JJ","NULL","NULL"
"wooziest","8","0","0.00","JJ","NULL","NULL"
"wop","3","152","5.02","NN","NULL","NULL"
"wops","4","11","2.40","NULL","NULL","NULL"
"WORCESTERSHIRE","14","233","5.45","NN","NULL","NULL"
"wordbook","8","7","1.95","NN","NULL","NULL"
"wordbooks","9","0","0.00","NN","NULL","NULL"
"wordier","7","7","1.95","JJ","NULL","NULL"
"wordiest","8","1","0.00","JJ","NULL","NULL"
"wordily","7","11","2.40","RB","NULL","NULL"
"wordiness","9","19","2.94","NN","NULL","NULL"
"wordlessly","10","94","4.54","RB","NULL","NULL"
"wordlessness","12","0","0.00","NN","NULL","NULL"
"workableness","12","0","0.00","NN","NULL","NULL"
"workaday","8","79","4.37","JJ","NULL","NULL"
"workbags","8","0","0.00","NN","NULL","NULL"
"workbaskets","11","1","0.00","NN","NULL","NULL"
"workbenches","11","23","3.14","NN","NULL","NULL"
"workbooks","9","136","4.91","NN","NULL","NULL"
"workbox","7","1","0.00","NN","NULL","NULL"
"workboxes","9","0","0.00","NN","NULL","NULL"
"workdays","8","33","3.50","NN","NULL","NULL"
"workhorses","10","29","3.37","NN","NULL","NULL"
"workhouses","10","13","2.56","NN","NULL","NULL"
"WORKIN","6","368","5.91","NULL","NULL","NULL"
"workmanlike","11","39","3.66","JJ|RB","NULL","NULL"
"workrooms","9","1","0.00","NN","NULL","NULL"
"worktables","10","2","0.69","NN","NULL","NULL"
"worktop","7","8","2.08","NULL","NULL","NULL"
"worktops","8","1","0.00","NULL","NULL","NULL"
"WORLDERS","8","45","3.81","NN","NULL","NULL"
"worldlier","9","1","0.00","JJ","NULL","NULL"
"worldliest","10","0","0.00","JJ","NULL","NULL"
"worldliness","11","31","3.43","NN","NULL","NULL"
"wormiest","8","0","0.00","JJ","NULL","NULL"
"worming","7","121","4.80","VB|NN|JJ","NULL","NULL"
"WORRELL","7","206","5.33","NULL","NULL","NULL"
"WORRYIN","7","6","1.79","NULL","NULL","NULL"
"worryingly","10","19","2.94","RB","NULL","NULL"
"worsening","9","281","5.64","VB|NN","NULL","NULL"
"worshipper","10","247","5.51","NN","NULL","NULL"
"worships","8","331","5.80","NN|VB","NULL","NULL"
"worsting","8","0","0.00","VB","NULL","NULL"
"worsts","6","5","1.61","VB|NN","NULL","NULL"
"worthier","8","32","3.47","JJ","NULL","NULL"
"worthies","8","45","3.81","NN","NULL","NULL"
"worthily","8","23","3.14","RB","NULL","NULL"
"worthiness","10","364","5.90","NN","NULL","NULL"
"worthlessly","11","0","0.00","RB","NULL","NULL"
"wotcher","7","0","0.00","NULL","NULL","NULL"
"WOULDA","6","323","5.78","NULL","NULL","NULL"
"woulds","6","9","2.20","NULL","NULL","NULL"
"wouldst","7","44","3.78","VB","NULL","NULL"
"WOZZEK","6","0","0.00","NULL","NULL","NULL"
"WRAC","4","4","1.39","NULL","NULL","NULL"
"WRACKED","7","148","5.00","VB|JJ","NULL","NULL"
"WRACKING","8","76","4.33","VB|NN|JJ","NULL","NULL"
"WRACs","5","0","0.00","NULL","NULL","NULL"
"WRAGGE","6","0","0.00","NULL","NULL","NULL"
"wraiths","7","193","5.26","NN","NULL","NULL"
"wranglers","9","82","4.41","NN","NULL","NULL"
"wrangles","8","38","3.64","VB|NN","NULL","NULL"
"wrangling","9","147","4.99","VB|NN|JJ","NULL","NULL"
"WRAPPIN","7","1","0.00","NN|VB","NULL","NULL"
"wrappings","9","48","3.87","NN","NULL","NULL"
"wrathfully","10","0","0.00","RB","NULL","NULL"
"WRATTEN","7","57","4.04","NULL","NULL","NULL"
"wreaked","7","92","4.52","VB","NULL","NULL"
"wreaking","8","137","4.92","VB","NULL","NULL"
"wreaks","6","79","4.37","VB","NULL","NULL"
"wreathes","8","6","1.79","VB","NULL","NULL"
"wreathing","9","3","1.10","VB","NULL","NULL"
"wreckers","8","51","3.93","NN","NULL","NULL"
"wrecks","6","442","6.09","NN|VB","NULL","NULL"
"wrens","5","32","3.47","NN","NULL","NULL"
"wrested","7","78","4.36","VB","NULL","NULL"
"wresting","8","55","4.01","VB|NN|JJ","NULL","NULL"
"wrestled","8","589","6.38","VB","NULL","NULL"
"wrestlers","9","1053","6.96","NN","NULL","NULL"
"wrests","6","9","2.20","VB","NULL","NULL"
"wretchedly","10","21","3.04","RB","NULL","NULL"
"wretches","8","103","4.63","NN","NULL","NULL"
"wrier","5","9","2.20","JJ","NULL","NULL"
"wriest","6","0","0.00","JJ","NULL","NULL"
"wriggled","8","139","4.93","VB","NULL","NULL"
"wriggler","8","9","2.20","NN","NULL","NULL"
"wrigglers","9","11","2.40","NN","NULL","NULL"
"wriggles","8","35","3.56","VB|NN","NULL","NULL"
"wriggling","9","234","5.46","VB","NULL","NULL"
"WRIGHT'S","8","238","5.47","NULL","NULL","NULL"
"wrights","7","53","3.97","NN","NULL","NULL"
"wringers","8","9","2.20","NN","NULL","NULL"
"wringing","8","144","4.97","VB","NULL","NULL"
"wrinklier","9","0","0.00","JJ","NULL","NULL"
"wrinkliest","10","0","0.00","JJ","NULL","NULL"
"wrinkling","9","85","4.44","VB","NULL","NULL"
"wristbands","10","22","3.09","NN","NULL","NULL"
"wristier","8","0","0.00","NULL","NULL","NULL"
"wristiest","9","0","0.00","NULL","NULL","NULL"
"wristlet","8","1","0.00","NN","NULL","NULL"
"wristlets","9","5","1.61","NN","NULL","NULL"
"wristwatches","12","11","2.40","NN","NULL","NULL"
"wristy","6","12","2.48","NULL","NULL","NULL"
"writhes","7","42","3.74","VB","NULL","NULL"
"wrongdoers","10","50","3.91","NN","NULL","NULL"
"wrongdoings","11","110","4.70","NN","NULL","NULL"
"wrongfully","10","197","5.28","RB","NULL","NULL"
"wrongheaded","11","62","4.13","JJ","NULL","NULL"
"wrongheadedly","13","0","0.00","RB","NULL","NULL"
"wrongheadedness","15","6","1.79","NN","NULL","NULL"
"wronging","8","18","2.89","VB|NN|JJ","NULL","NULL"
"wroth","5","56","4.03","JJ","NULL","NULL"
"wrung","5","87","4.47","VB|JJ","NULL","NULL"
"WU","2","3378","8.13","NN","NULL","NULL"
"WUH","3","17","2.83","NULL","NULL","NULL"
"wurst","5","42","3.74","NN","NULL","NULL"
"wursts","6","1","0.00","NULL","NULL","NULL"
"WUS","3","50","3.91","NULL","NULL","NULL"
"WUSTMAN","7","0","0.00","NULL","NULL","NULL"
"WYATT","5","1172","7.07","NN","NULL","NULL"
"WYCKOFF","7","76","4.33","NULL","NULL","NULL"
"WYCLIFFE","8","51","3.93","NULL","NULL","NULL"
"WYCOFF","6","21","3.04","NULL","NULL","NULL"
"WYCOFF'S","8","0","0.00","NULL","NULL","NULL"
"WYCOMBE","7","204","5.32","NN","NULL","NULL"
"WYLIE","5","1521","7.33","NN","NULL","NULL"
"WYMAN","5","409","6.01","NN","NULL","NULL"
"WYN","3","105","4.65","NN","NULL","NULL"
"WYNN","4","696","6.55","NN","NULL","NULL"
"WYNNE","5","276","5.62","NN","NULL","NULL"
"WYNSTON","7","4","1.39","NULL","NULL","NULL"
"wyvern","6","951","6.86","NN","NULL","NULL"
"wyverns","7","30","3.40","NN","NULL","NULL"
"XENIA","5","138","4.93","NN","NULL","NULL"
"xeroxed","7","194","5.27","VB|JJ","NULL","NULL"
"xeroxes","7","65","4.17","VB|NN","NULL","NULL"
"xeroxing","8","45","3.81","VB|NN|JJ","NULL","NULL"
"Xmas","4","1490","7.31","NN","NULL","NULL"
"XYDIS","5","1","0.00","NULL","NULL","NULL"
"XYLEM","5","28","3.33","NN","NULL","NULL"
"y","1","174327","12.07","NN|minor","NULL","NULL"
"Y'ALL","5","4402","8.39","NULL","NULL","NULL"
"Y'KNOW","6","1581","7.37","encl","NULL","NULL"
"Y'R","3","7","1.95","NULL","NULL","NULL"
"Y'RE","4","6","1.79","NULL","NULL","NULL"
"y's","3","344","5.84","NN|encl","NULL","NULL"
"YA","2","33016","10.40","minor","NULL","NULL"
"yachted","7","0","0.00","JJ","NULL","NULL"
"YACHTEL","7","0","0.00","NULL","NULL","NULL"
"YACHTELS","8","0","0.00","NULL","NULL","NULL"
"yachtswoman","11","0","0.00","NN","NULL","NULL"
"yachtswomen","11","0","0.00","NULL","NULL","NULL"
"YADDO","5","3","1.10","NULL","NULL","NULL"
"yah","3","1379","7.23","NN|minor","NULL","NULL"
"yahoos","6","361","5.89","NN","NULL","NULL"
"YAHWE","5","2","0.69","NULL","NULL","NULL"
"YAKIMA","6","335","5.81","NN","NULL","NULL"
"yakked","6","5","1.61","VB|JJ","NULL","NULL"
"yakking","7","46","3.83","VB|NN|JJ","NULL","NULL"
"YAKOV","5","78","4.36","NULL","NULL","NULL"
"YALAGALOO","9","0","0.00","NULL","NULL","NULL"
"YALIES","6","5","1.61","NULL","NULL","NULL"
"YAMABE","6","3","1.10","NN","NULL","NULL"
"YAMATA","6","7","1.95","NULL","NULL","NULL"
"yammered","8","6","1.79","VB","NULL","NULL"
"yammering","9","97","4.57","VB|NN|JJ","NULL","NULL"
"yammers","7","2","0.69","VB|NN","NULL","NULL"
"yams","4","117","4.76","NN","NULL","NULL"
"yang","4","14806","9.60","NN","NULL","NULL"
"YANKEEFICATION","14","0","0.00","NULL","NULL","NULL"
"YANKTON","7","27","3.30","NULL","NULL","NULL"
"yapped","6","7","1.95","VB|JJ","NULL","NULL"
"yaps","4","17","2.83","VB|NN","NULL","NULL"
"YAQUI","5","22","3.09","NULL","NULL","NULL"
"yardages","8","11","2.40","NN","NULL","NULL"
"yardarm","7","18","2.89","NN","NULL","NULL"
"yardarms","8","3","1.10","NN","NULL","NULL"
"yardsticks","10","55","4.01","NN","NULL","NULL"
"YARDUMIAN","9","0","0.00","NULL","NULL","NULL"
"yarned","6","0","0.00","JJ","NULL","NULL"
"yarning","7","2","0.69","VB|NN|JJ","NULL","NULL"
"yashmak","7","0","0.00","NULL","NULL","NULL"
"yashmaks","8","1","0.00","NULL","NULL","NULL"
"YASSUHS","7","0","0.00","NULL","NULL","NULL"
"yaw","3","435","6.08","NN|VB","NULL","NULL"
"yawed","5","7","1.95","VB|JJ","NULL","NULL"
"yawing","6","53","3.97","VB|NN|JJ","NULL","NULL"
"yawls","5","1","0.00","NN","NULL","NULL"
"yawned","6","152","5.02","VB","NULL","NULL"
"yawns","5","87","4.47","NN|VB","NULL","NULL"
"yd","2","625","6.44","NULL","NULL","NULL"
"YE'RE","5","10","2.30","NULL","NULL","NULL"
"yearbooks","9","87","4.47","NN","NULL","NULL"
"YEARD","5","16","2.77","NULL","NULL","NULL"
"yearlings","9","23","3.14","NN","NULL","NULL"
"yearns","6","83","4.42","VB","NULL","NULL"
"yeas","4","158","5.06","NN","NULL","NULL"
"yeastier","8","0","0.00","JJ","NULL","NULL"
"yeastiest","9","0","0.00","NULL","NULL","NULL"
"YEDISAN","7","0","0.00","NULL","NULL","NULL"
"YEHHH","5","1","0.00","NULL","NULL","NULL"
"YEHUDI","6","32","3.47","NN","NULL","NULL"
"YELLERISH","9","0","0.00","NULL","NULL","NULL"
"YELLIN","6","88","4.48","NULL","NULL","NULL"
"yellower","8","10","2.30","JJ","NULL","NULL"
"yellowest","9","5","1.61","JJ","NULL","NULL"
"yellowness","10","1","0.00","NN","NULL","NULL"
"yellows","7","323","5.78","NN|VB","NULL","NULL"
"yells","5","974","6.88","VB","NULL","NULL"
"Yemeni","6","135","4.91","JJ|NN","NULL","NULL"
"Yemenis","7","30","3.40","NN","NULL","NULL"
"YENI","4","724","6.58","NULL","NULL","NULL"
"yenned","6","0","0.00","NULL","NULL","NULL"
"yenning","7","0","0.00","NULL","NULL","NULL"
"yens","4","43","3.76","VB","NULL","NULL"
"yeomanry","8","25","3.22","NN","NULL","NULL"
"yeomen","6","43","3.76","NN","NULL","NULL"
"yeses","5","12","2.48","NULL","NULL","NULL"
"YESIREE","7","17","2.83","NULL","NULL","NULL"
"yesterdays","10","307","5.73","NN","NULL","NULL"
"yetis","5","91","4.51","NN","NULL","NULL"
"yew","3","383","5.95","NN","NULL","NULL"
"yews","4","29","3.37","NN","NULL","NULL"
"YFF","3","12","2.48","NULL","NULL","NULL"
"yid","3","53","3.97","NN","NULL","NULL"
"yids","4","14","2.64","NN","NULL","NULL"
"yieldingly","10","0","0.00","RB","NULL","NULL"
"YINGER","6","7","1.95","NULL","NULL","NULL"
"yob","3","33","3.50","NN","NULL","NULL"
"yobbo","5","10","2.30","NN","NULL","NULL"
"yobbos","6","16","2.77","NN","NULL","NULL"
"yobs","4","59","4.08","NN","NULL","NULL"
"yodelled","8","0","0.00","VB|JJ","NULL","NULL"
"yodeller","8","1","0.00","NN","NULL","NULL"
"yodellers","9","0","0.00","NN","NULL","NULL"
"yodelling","9","23","3.14","VB|NN|JJ","NULL","NULL"
"yodels","6","23","3.14","VB|NN","NULL","NULL"
"yoghurt","7","187","5.23","NN","NULL","NULL"
"yoghurts","8","5","1.61","NN","NULL","NULL"
"yogi","4","1081","6.99","NN","NULL","NULL"
"yogis","5","139","4.93","NN","NULL","NULL"
"YOK","3","1124","7.02","NULL","NULL","NULL"
"yoked","5","169","5.13","VB|JJ","NULL","NULL"
"yokes","5","74","4.30","NN|VB","NULL","NULL"
"yoking","6","8","2.08","VB|NN|JJ","NULL","NULL"
"YOKNAPATAWPHA","13","3","1.10","NULL","NULL","NULL"
"YOKOSUKA","8","51","3.93","NN","NULL","NULL"
"YOKUSUKA","8","0","0.00","NULL","NULL","NULL"
"YOKUTS","6","1","0.00","NN","NULL","NULL"
"yolks","5","491","6.20","NN","NULL","NULL"
"YONEDA","6","15","2.71","NULL","NULL","NULL"
"YONGST","6","0","0.00","NULL","NULL","NULL"
"yonks","5","33","3.50","NULL","NULL","NULL"
"YOOEE","5","0","0.00","NULL","NULL","NULL"
"YOORICK","7","0","0.00","NULL","NULL","NULL"
"YORI","4","57","4.04","NULL","NULL","NULL"
"yorker","6","1160","7.06","NN","NULL","NULL"
"yorkers","7","351","5.86","NN","NULL","NULL"
"YOSHIMOTO'S","11","2","0.69","NULL","NULL","NULL"
"YOU'S","5","205","5.32","NULL","NULL","NULL"
"YOU'UNS","7","1","0.00","NULL","NULL","NULL"
"YOUNGUH","7","0","0.00","NULL","NULL","NULL"
"youthfully","10","9","2.20","RB","NULL","NULL"
"youthfulness","12","24","3.18","NN","NULL","NULL"
"YOW","3","569","6.34","NULL","NULL","NULL"
"yowled","6","8","2.08","VB|JJ","NULL","NULL"
"yowling","7","51","3.93","VB|NN|JJ","NULL","NULL"
"yowls","5","15","2.71","VB|NN","NULL","NULL"
"YR","2","8151","9.01","NULL","NULL","NULL"
"YS","2","766","6.64","NULL","NULL","NULL"
"YTIME","5","1","0.00","NULL","NULL","NULL"
"YUBA","4","119","4.78","NULL","NULL","NULL"
"yuccas","6","0","0.00","NN","NULL","NULL"
"Yugoslavians","12","18","2.89","NN","NULL","NULL"
"Yugoslavs","9","77","4.34","NN","NULL","NULL"
"YUH","3","128","4.85","NULL","NULL","NULL"
"YUJOBO","6","0","0.00","NULL","NULL","NULL"
"YUKI","4","95","4.55","NULL","NULL","NULL"
"yule","4","132","4.88","NN","NULL","NULL"
"YURI","4","1282","7.16","NN","NULL","NULL"
"YUROCHKA","8","0","0.00","NULL","NULL","NULL"
"YUSE","4","5","1.61","NULL","NULL","NULL"
"YVETTE","6","200","5.30","NN","NULL","NULL"
"YYYY","4","538","6.29","NULL","NULL","NULL"
"ZABEL","5","33","3.50","NULL","NULL","NULL"
"ZACHRISSON","10","0","0.00","NULL","NULL","NULL"
"ZACHRISSON'S","12","0","0.00","NULL","NULL","NULL"
"ZADEL","5","4","1.39","NULL","NULL","NULL"
"Zairean","7","10","2.30","JJ|NN","NULL","NULL"
"Zaireans","8","1","0.00","NN","NULL","NULL"
"Zambian","7","24","3.18","JJ|NN","NULL","NULL"
"Zambians","8","2","0.69","NN","NULL","NULL"
"ZAMIATIN'S","10","0","0.00","NULL","NULL","NULL"
"zanier","6","5","1.61","JJ","NULL","NULL"
"zanies","6","2","0.69","JJ","NULL","NULL"
"zaniest","7","7","1.95","JJ","NULL","NULL"
"ZANZIBAR","8","220","5.39","NN","NULL","NULL"
"ZAPALA","6","12","2.48","NULL","NULL","NULL"
"ZAPOROGIAN","10","0","0.00","NULL","NULL","NULL"
"zapped","6","597","6.39","VB","NULL","NULL"
"zapping","7","529","6.27","VB","NULL","NULL"
"zaps","4","184","5.21","NN|VB","NULL","NULL"
"ZARA","4","161","5.08","NULL","NULL","NULL"
"ZAROUBIN","8","0","0.00","NULL","NULL","NULL"
"zealots","7","795","6.68","NN","NULL","NULL"
"zealousness","11","25","3.22","NN","NULL","NULL"
"ZEBEK","5","0","0.00","NULL","NULL","NULL"
"zebras","6","139","4.93","NN","NULL","NULL"
"zebu","4","21","3.04","NN","NULL","NULL"
"zebus","5","1","0.00","NN","NULL","NULL"
"zed","3","682","6.53","NN","NULL","NULL"
"zeds","4","15","2.71","NN","NULL","NULL"
"zee","3","974","6.88","NN|minor","NULL","NULL"
"zees","4","19","2.94","NN|minor","NULL","NULL"
"ZEFFIRELLI","10","36","3.58","NN","NULL","NULL"
"ZEISING","7","3","1.10","NULL","NULL","NULL"
"ZEISS","5","365","5.90","NULL","NULL","NULL"
"ZEME","4","40","3.69","NULL","NULL","NULL"
"ZEMLINSKY","9","19","2.94","NULL","NULL","NULL"
"ZEMLYA","6","12","2.48","NULL","NULL","NULL"
"zenana","6","1","0.00","NN","NULL","NULL"
"zenanas","7","0","0.00","NULL","NULL","NULL"
"ZENDO","5","12","2.48","NN","NULL","NULL"
"zenithal","8","2","0.69","JJ","NULL","NULL"
"zeniths","7","16","2.77","NN","NULL","NULL"
"ZENNIST","7","5","1.61","NULL","NULL","NULL"
"zephyrs","7","40","3.69","NN","NULL","NULL"
"zeppelins","9","67","4.20","NN","NULL","NULL"
"ZHITKOV","7","0","0.00","NULL","NULL","NULL"
"WERTHER","7","52","3.95","NULL","NULL","NULL"
"WES","3","3105","8.04","NN","NULL","NULL"
"WESKER","6","2","0.69","NULL","NULL","NULL"
"Wesleyans","9","2","0.69","NN","NULL","NULL"
"WESSON","6","715","6.57","NN","NULL","NULL"
"WESTBROOK","9","788","6.67","NN","NULL","NULL"
"westernized","11","136","4.91","VB|JJ","NULL","NULL"
"westernizes","11","1","0.00","VB","NULL","NULL"
"westernizing","12","1","0.00","VB|NN|JJ","NULL","NULL"
"westernmost","11","42","3.74","JJ","NULL","NULL"
"westerns","8","345","5.84","NN","NULL","NULL"
"WESTFIELD","9","474","6.16","NN","NULL","NULL"
"WESTHAMPTON","11","12","2.48","NULL","NULL","NULL"
"WESTMORE","8","33","3.50","JJ|RB","NULL","NULL"
"WESTON","6","1684","7.43","NN","NULL","NULL"
"WESTPHALIA","10","81","4.39","NN","NULL","NULL"
"WESTPORT","8","320","5.77","NN","NULL","NULL"
"WESTWOOD","8","957","6.86","NN","NULL","NULL"
"wether","6","1833","7.51","NN","NULL","NULL"
"wethers","7","1","0.00","NULL","NULL","NULL"
"wets","4","98","4.58","VB|NN","NULL","NULL"
"wettest","7","47","3.85","JJ","NULL","NULL"
"wettings","8","5","1.61","NN","NULL","NULL"
"WEXLER","6","217","5.38","NULL","NULL","NULL"
"WEYBOSSET","9","5","1.61","NULL","NULL","NULL"
"whackers","8","8","2.08","NN","NULL","NULL"
"whacking","8","326","5.79","VB","NULL","NULL"
"whackings","9","3","1.10","NULL","NULL","NULL"
"whacks","6","206","5.33","NN|VB","NULL","NULL"
"WHADDYA","7","576","6.36","encl","NULL","NULL"
"whaled","6","8","2.08","JJ","NULL","NULL"
"whalers","7","676","6.52","NN","NULL","NULL"
"whales","6","2222","7.71","NN","NULL","NULL"
"whams","5","10","2.30","VB|NN","NULL","NULL"
"whang","5","33","3.50","NULL","NULL","NULL"
"whanged","7","2","0.69","NULL","NULL","NULL"
"whanging","8","8","2.08","NULL","NULL","NULL"
"whangs","6","12","2.48","NULL","NULL","NULL"
"wharfage","8","0","0.00","NN","NULL","NULL"
"wharfs","6","21","3.04","NN","NULL","NULL"
"whate'er","8","4","1.39","minor|JJ","NULL","NULL"
"WHATMAN","7","5","1.61","NULL","NULL","NULL"
"whatnots","8","15","2.71","NN","NULL","NULL"
"whatsoe'er","10","2","0.69","minor|JJ","NULL","NULL"
"WHEARE","6","2","0.69","NULL","NULL","NULL"
"wheaten","7","358","5.88","JJ","NULL","NULL"
"WHEATON","7","717","6.58","NN","NULL","NULL"
"WHEE","4","237","5.47","minor","NULL","NULL"
"wheedle","7","70","4.25","VB|NN","NULL","NULL"
"wheedled","8","12","2.48","VB","NULL","NULL"
"wheedles","8","0","0.00","VB","NULL","NULL"
"wheedling","9","60","4.09","VB|NN|JJ","NULL","NULL"
"WHEELAN'S","9","0","0.00","NULL","NULL","NULL"
"wheelbarrows","12","24","3.18","NN","NULL","NULL"
"wheelbases","10","13","2.56","NN","NULL","NULL"
"wheelchairs","11","250","5.52","NN","NULL","NULL"
"WHEELER","7","2395","7.78","NN","NULL","NULL"
"WHEELER'S","9","107","4.67","NULL","NULL","NULL"
"wheelhouses","11","1","0.00","NN","NULL","NULL"
"WHEELOCK","8","110","4.70","NULL","NULL","NULL"
"WHEELOCK'S","10","2","0.69","NULL","NULL","NULL"
"wheelwrights","12","1","0.00","NN","NULL","NULL"
"wheezier","8","0","0.00","JJ","NULL","NULL"
"wheeziest","9","0","0.00","JJ","NULL","NULL"
"wheezily","8","0","0.00","RB","NULL","NULL"
"wheeziness","10","1","0.00","NN","NULL","NULL"
"WHELAN","6","326","5.79","NN","NULL","NULL"
"whelk","5","19","2.94","NN","NULL","NULL"
"whelks","6","5","1.61","NN","NULL","NULL"
"whelped","7","32","3.47","VB|JJ","NULL","NULL"
"whelping","8","92","4.52","VB|NN|JJ","NULL","NULL"
"whelps","6","142","4.96","VB|NN","NULL","NULL"
"WHER","4","326","5.79","NULL","NULL","0.94"
"WHEREEVER","9","388","5.96","NULL","NULL","NULL"
"whereunto","9","7","1.95","minor|RB","NULL","NULL"
"wherries","8","6","1.79","NN","NULL","NULL"
"wherry","6","23","3.14","NN","NULL","NULL"
"whets","5","10","2.30","VB","NULL","NULL"
"whetstones","10","21","3.04","NN","NULL","NULL"
"whetting","8","5","1.61","VB|NN","NULL","NULL"
"whiffed","7","37","3.61","VB","NULL","NULL"
"whiffier","8","0","0.00","JJ","NULL","NULL"
"whiffiest","9","0","0.00","JJ","NULL","NULL"
"whiffing","8","13","2.56","VB|NN|JJ","NULL","NULL"
"whiffs","6","37","3.61","NN|VB","NULL","NULL"
"whiffy","6","0","0.00","JJ","NULL","NULL"
"whimpered","9","411","6.02","VB","NULL","NULL"
"whimpers","8","133","4.89","VB|NN","NULL","NULL"
"whimsicalities","14","0","0.00","NN","NULL","NULL"
"whimsies","8","5","1.61","NN","NULL","NULL"
"whin","4","54","3.99","NN","NULL","NULL"
"whiner","6","718","6.58","NN","NULL","NULL"
"whimsicality","12","2","0.69","NN","NULL","NULL"
"whimsically","11","45","3.81","RB","NULL","NULL"
"whiners","7","625","6.44","NN","NULL","NULL"
"whines","6","628","6.44","VB|NN","NULL","NULL"
"whinnies","8","2","0.69","VB|NN","NULL","NULL"
"whinnying","9","4","1.39","VB|NN|JJ","NULL","NULL"
"whipcord","8","4","1.39","NN","NULL","NULL"
"whippersnappers","15","19","2.94","NN","NULL","NULL"
"whippets","8","96","4.56","NN","NULL","NULL"
"whippier","8","2","0.69","JJ","NULL","NULL"
"whippiest","9","0","0.00","NULL","NULL","NULL"
"whippings","9","71","4.26","NN","NULL","NULL"
"WHIPPLE","7","183","5.21","NN","NULL","NULL"
